0,5	0,225	10	2	3	7,142857143		2
0,65	0,22748366	10	2	3	0,555555556		2
0,25	0,267627835	8	2	3	3,836858006		1
0,34	0,314856277	9	2	3	0,332326284		1
0,38	0,370419149	8	2	3	0,438066465		1
0,67	0,435098589	4	2	3	3,077844311		1
0,73	0,511219054	4	2	3	0,229769737		1
0,78	0,600798488	4	2	3	0,190243902		0
0,89	0,706544131	1	2	3	0,145691057		0
0,89	0,830928995	1	2	3	0,135284553		0
0,246	0,977240648	1	2	3	2,558282209		0
0,05	24,33333333	10	2	3	4,714285714		0
0,06	19,81818182	10	2	3	5,657142857		0
0,085	16,1446281	8	2	3	3,494117647		0
0,105	13,15495868	9	2	3	0,795180723		1
0,13	10,72120245	8	2	3	0,795180723		1
0,28	2,010717232	4	2	3	2,670520231		1
0,39	1,144091967	4	2	3	0,388235294		1
0,436818182	0,932967724	4	2	3	0,058823529		1
0,545454545	0,507506057	1	2	3	0,042941176		2
0,7	0,413994687	1	2	3	0,036470588		2
0,859090909	0,337766644	1	2	3	0,029411765		2
0,470588235	1,442362294	3	2	6	10,12		2
0,705882353	1,593516081	2	2	6	2,302325581		2
1	1,760821472	2	2	6	2,357142857		2
1,294117647	1,946022029	1	2	6	3,251111111		2
1,470588235	2,151050517	1	2	6	2,336283186		2
1,235294118	3,114112422	2	6	6	2,096030246		1
1,117647059	4,85587128	3	6	6	1,867317073		1
0,941176471	7,572892085	5	6	6	0,731707317		1
0,764705882	11,81178144	6	6	6	1,107692308		1
0,692941176	18,42576298	7	8	6	1,435692921		1
0,580588235	28,74680028	7	8	6	1,804586241		1
0,001	146	10	2	3	10,15384615		0
0,0015	10,27272727	9	2	3	3,123076923		0
0,005	114,5867769	7	2	3	1,615384615		0
0,018	9,726778336	6	2	3	0,907692308		0
0,034	3,602958437	6	2	3	0,646153846		0
0,05	1,877340804	6	2	3	0,971428571		0
0,078	1,203022155	4	2	3	0,900619195		0
0,0936	0,778598944	3	2	3	0,873065015		0
0,12	0,515188758	2	2	3	1,053685897		0
0,154	0,383029539	1	2	3	1,026041667		1
0,189	0,31564725	1	2	3	0,993031359		1
0,208333333	0,903225806	9	2	4	8,806818182		1
0,216666667	0,927399605	9	2	4	2,106382979		1
0,225333333	0,952224036	8	2	4	1,593617021		1
0,234346667	0,977716717	8	2	4	0,978723404		1
0,243720533	1,003895749	8	2	4	0,70212766		1
0,253469355	1,030779724	8	2	4	0,423076923		1
0,263608129	1,058387741	8	2	4	0,459016393		1
0,274152454	1,086739421	8	2	4	0,344590164		0
0,285118552	1,11585492	8	2	4	0,11147541		0
0,296523294	1,145754943	8	2	4	0,114754098		0
0,308384226	1,17646076	8	2	4	0,10178117		0
0,277777778	0,903225806	10	2	3	8,806818182		1
0,297222222	0,829493088	10	2	3	2,106382979		1
0,318027778	0,764882912	8	2	3	1,593617021		1
0,340289722	0,708397231	7	2	3	0,978723404		1
0,364110003	0,659150816	6	2	3	0,70212766		1
0,389597703	0,534062644	4	2	3	0,423076923		1
0,416869542	0,456637575	4	2	3	0,459016393		1
0,44605041	0,382715777	3	2	3	0,344590164		1
0,477273939	0,31169958	2	2	3	0,11147541		1
0,510683115	0,262397431	1	2	3	0,114754098		1
0,546430933	0,220508446	1	2	3	0,10178117		2
1,492537313	1,25483871	10	2	1	0,738461538		1
1,194029851	1,20085389	10	2	1	1,507692308		1
1,940298507	1,150466012	8	2	1	1,092307692		1
1,343283582	1,103332912	9	2	1	0,492307692		1
0,746268657	1,059150299	8	2	1	0,446153846		1
1,641791045	1,017647368	4	2	1	0,971428571		2
1,194029851	0,97858293	4	2	1	0,900619195		2
3,28358209	0,941741991	4	2	1	0,873065015		2
2,23880597	0,906932736	1	2	1	1,053685897		2
1,492537313	0,873983867	1	2	1	1,026041667		1
1,044776119	0,842742245	1	2	1	0,993031359		1
0,595	0,465517241	7	2	3	6,226415094		2
0,5712	0,48014629	7	2	3	3,720930233		2
0,548352	0,499208385	8	2	3	0,917647059		2
0,52641792	0,522602027	8	2	3	0,722891566		2
0,505361203	0,550282529	9	2	3	0,373493976		2
0,485146755	0,58225741	9	2	3	0,265895954		2
0,465740885	0,618582722	9	2	3	0,376470588		2
0,447111249	0,65936019	10	2	3	0,352941176		1
0,429226799	0,704735093	10	2	3	0,241176471		1
0,412057728	0,754894777	10	2	3	0,352941176		1
0,395575418	0,810067774	10	2	3	0,323529412		2
1,134020619	0,948780488	10	4	5	1,167692308		1
0,824742268	0,955212817	10	4	5	0,913846154		1
1,340206186	0,96173634	8	4	5	0,558461538		1
0,927835052	0,968351675	9	4	5	0,609230769		1
0,515463918	0,975059449	8	4	5	0,456923077		1
1,134020619	0,981860298	7	4	5	1,32		1
0,824742268	0,988754866	8	4	5	0,92869969		1
2,268041237	0,995743808	7	4	5	0,269349845		1
1,546391753	1,002827786	8	4	5	0,272435897		1
1,030927835	1,010007472	9	4	5	0,244791667		0
0,721649485	1,017283546	10	4	5	0,143728223		0
1,492537313	0,781024668	8	8	7	7,415730337		1
1,194029851	0,793872693	8	8	7	1,461078431		0
1,940298507	0,808961438	9	8	7	1,329090909		1
1,343283582	0,826549149	9	8	7	0,833884298		0
0,746268657	0,846924651	9	8	7	0,553719008		0
1,641791045	0,494140625	8	8	7	1,483639266		1
1,194029851	0,833141994	9	8	7	1,043517679		1
3,28358209	0,825567976	8	8	7	1,606656581		1
2,23880597	0,545606796	10	8	7	0,953762466		1
1,492537313	0,757368105	10	8	7	0,699907664		1
1,044776119	0,867903002	10	8	7	0,919903846		0
